domain,control_id,description,label,version
OM,OM 6.4,The healthcare entity shall synchronize clock of all information systems with an agreed time source The healthcare entity shall: 1. Standardize date/time format and enforce the standard time to be used in all systems 2. Ensure clock of medical devices and equipment are same as that of the connected systems 3. Regularly check that the clocks of all relevant information processing systems are synchronized.,Basic,ADHICS_V1
OM,OM 6.5,"The healthcare entity shall define  and establish formal procedure for updates and patching of information system and application, medical devices and equipment The healthcare entity shall: 1. Ensure all systems and devices that process or communicate information are patched and protected 2. Define criteria and process for application of standard, urgent and critical patches 3. Ensure all critical security patches are applied as soon as practicable from the date of release. 4. Ensure patches are deployed to a subset of systems or devices to allow testi ng before deployment to all. 5. Ensure firmware on devices are updated 6. Periodically validate patch status of systems and devices in use Page 64 of 116",Basic,ADHICS_V1
OM,OM 6.6,"The healthcare entity shall monitor information processing systems to prevent opportunities for information l eakage The healthcare entity shall: 1. Implement data leakage prevention (DLP) measures UAE IA Reference: T3.6.1, T3.6.2, T3.6.3, T3.6.4, T3.6.5, T3.6.6, T3.6.7, T7.6.4, T7.7.1 Page 65 of 116",Transitional,ADHICS_V1
CM,CM 1.1,"The healthcare entity shall d evelop, enforce and maintain a communications policy, to ensure information in transit and information being exchanged are adequately protected The policy shall : 1. Be relevant and appropriate to the entity’s information exchange and communications demands 2. Demonstrate management commitment, objectives and directions 3. Establish management demands on: a. Protection of communication infrastructure b. Communication and protectio n of personal health information c. Information exchange agreements d. Integration methods e. Physical mode of information exchange f. Electronic and/or online transactions g. Information exchange within and beyond entity boundaries h. Business information systems 4. Provide f ramework to protect information in transit from interception, copying, modification, misrouting, destruction and any other unauthorized activities UAE IA Reference: T4.1.1 Page 68 of 116",Basic,ADHICS_V1
CM,CM 2.1,"The healthcare entity shall d evelop, enforce and maintain formal procedures on information exchange and transfer incorporating control measure that protects information during information exchange and transfer The procedures shall: 1. Include control measures to protect and reduce probabilities of compromise during information exchange and transfer taking into account: a. Classification and value of information b. Information exchange and processing environment c. Stakeholders involved 2. Identify minimum technical standards for packaging and transmission of health information 3. Establish responsibilities and sanctions  for actions and deviations 4. Define actions to be taken during issues, incidents and deviations",Transitional,ADHICS_V1
CM,CM 2.2,"The healthcare entit y shall ensure that critical and private information is protected while in transit The healthcare entity shall: 1. Ensure that user -name and password are communicated using two different communication channels (email and SMS -text, or email and phone, etc.) 2. Encrypt critical information before transferring and sharing encryption/decryption key using a different communication channel",Basic,ADHICS_V1
CM,CM 2.3,"The healthcare entity shall develop secure practices and capabilities while sharing information The healthcare entity  shall: 1. Protect information that is exchanged within the entity 2. Ensure that information exchanged between entities, and information sharing communities are protected 3. For custom -developed applications, ensure that the exchange or transfer of information bet ween systems  and applications  uses appropr iate interoperability standards 4. Identify and implement security requirements for exchanging information and software with third p arties Page 69 of 116",Basic,ADHICS_V1
CM,CM 2.4,"The healthcare entity shall establish agreements between the ent ity and external parties for the exchange of information and software The healthcare entity shall, prior to the beginning of exchange of information and software: 1. Brief and agree with the external parties on all security requirements to be included in the  agreement 2. Include additional control requirements when exchange of information includes: a. Protected health information (PHI) b. Personally identifiable information (PII) 3. Clearly define roles and responsibilities of each party to the agreement 4. Establish non -disclosure agreements for all disclosures between the entity and the external parties 5. Include in the agreements: a. Definitions of information to be protected b. Duration of agreement c. Process for notification of leakage d. Ownership e. Right to audit and monitor activit ies that involve personal health information  and personally identifiable information",Basic,ADHICS_V1
CM,CM 2.5,The healthcare entity shall ensure that external parties involved in the exchange of information and software are aware of the security requirements to be im plemented The healthcare entity shall: 1. Ensure all security requirements formally agreed between the entity and the external parties are implemented and are effective Page 70 of 116,Transitional,ADHICS_V1
CM,CM 2.6,The healthcare entity shall protect physical media containing informa tion during transit The healthcare entity shall: 1. Identify and ensure that physical media containing sensitive is classified in accordance with the established classification scheme 2. Ensure that physical media in transit containing sensitive information is protected against: a. Information disclosure or leakage b. Loss of information or media c. Modification d. Unauthorized access 3. Ensure that physical media in transit containing sensitive information is adequately tracked 4. Utilize trusted entity staff or courier service f or transporting media,Basic,ADHICS_V1
CM,CM 2.7,The healthcare entity shall protect information involved in  electronic messaging The healthcare entity shall: 1. Identify and categorize all means of electronic messaging through which the entity information can be transmi tted 2. Define specific control requirements for each identified category of electronic messaging 3. Ensure exchange of information is based on need and are addressed to authorized and legitimate resources 4. Ensure appropriate electronic signatures containing leg al disclaimers are used for electronic messaging.,Transitional,ADHICS_V1
CM,CM 2.8,"The healthcare entity shall develop, enforce and maintain procedures to secure information transferred across business information systems The procedures shall: 1. Identify all points of i nterconnections and integrations between business information systems and identify the information to be protected 2. Identify adequate security measures to be applied to protect each type of information UAE IA Reference: T4.2.1, T4.2.2, T4.2.3, T4 .2.4, T4.2.5 Page 71 of 116",Advanced,ADHICS_V1
CM,CM 3.1,"The healthcare entity shall protect electronic commerce service and information involved passing over public and untrusted networks from serv ice compromise and fraudulent activity, contract dispute, unauthorized disclosure and modification The healthcare entity shall: 1. Maintain a list of electronic commerce services along with details of: a. Service details and information involved b. Electronic comme rce service provider and partner detail c. Beneficiary details 2. Identify and implement security measures to protect information used in electronic commerce services 3. Ensure security requirements are agreed and captured in service agreements with electronic comm erce partners",Transitional,ADHICS_V1
CM,CM 3.2,"The healthcare entity shall protect information involved in online transactions against incomplete transmission, misrouting, unauthorized message alteration, unauthorized disclosure and unauthorized message duplication or replay The healthcare entity shall: 1. Identify all information used in online transactions 2. Identify and implement security measures to protect information used in online transactions 3. Ensure security requirements are agreed and captured in service agreements  with partners involved in online transactions",Transitional,ADHICS_V1
CM,CM 3.3,"The healthcare entity shall protect information available through the publicly accessible system The healthcare entity shall: 1. Identify all information available through the publicly access ible system 2. Establish process to publish and maintain information on the publicly accessible systems 3. Ensure information is sanitized and approved before publication 4. Define security measures to publish information on publicly accessible systems 5. Ensures that  information available through the publicly accessible system is always available and is protected against unauthorized modification UAE IA Reference: T4.3.1, T4.3.2, T4.3.3 Page 72 of 116",Advanced,ADHICS_V1
CM,CM 4.1,"The healthcare entity shall ensure that connectivity to information sharing platforms is secure and controlled The healthcare entity shall: 1. Maintain a list of information sharing platforms that the entity connects to an d/or operates 2. Determine security requirements for connecting to or release of information into identified information sharing platforms 3. Establish security requirement for accessing entity operated information sharing platforms 4. Develop required capabilities  to establish secure connectivity to any required sector, national or international information sharing community",Advanced,ADHICS_V1
CM,CM 4.2,"The healthcare entity shall not use cloud services or infrastructure to store, process or share information that contains hea lth information The healthcare entity shall: 1. Ensure that healthcare information is not transmitted outside the UAE 2. Identify and disconnect integration of system that process, store or utilize health information with any of the entity’s systems that connect  or utilize cloud services 3. Not share identified or de -identified health information with 3 rd parties, inclusive of counterparts and partners, unless authorized by the health sector regulator of Abu Dhabi",Basic,ADHICS_V1
CM,CM 4.3,"The healthcare entity shall ensure th at access to health information exchange platforms within the UAE is strictly controlled The healthcare entity shall: 1. Ensure that access to health information exchange platforms are provided to resources with an authorized need and are not misused 2. Periodic ally validate and verify access requirements to health information exchange platforms 3. Conduct frequent assessments and audits to identify misuse and ensure compliance 4. Report on incidents and misuse to the health information exchange operator and the healt h sector regulator of Abu Dhabi UAE IA Reference: T4.4.1, T4.4.2. T.6.3.1 Page 73 of 116",Basic,ADHICS_V1
CM,CM 5.1,"The healthcare entity  shall ensure that all networks and supporting infrastructures are adequately managed, controlled and protected The healthcare entity shall: 1. Ensure that all network components and interconnections are identified and sufficiently documented , including documentation of updates incorporated via the chang e management process 2. Ensure that network documentation includes up to date diagrams 3. Identify threats and vulnerabilities affecting network components and network as a whole 4. Implement specific security controls to mitigate identified vulnerabilities 5. Central ize the management of access c ontrol to networking components 6. Ensure that only trusted devices and users can g ain access to internal networks 7. Continually monitor implemented controls for their efficiency and effectiveness",Basic,ADHICS_V1
CM,CM 5.2,"The healthcare entit y shall identify and enforce security requirements, service levels, and management requirements as part of relevant network services agreements The healthcare entity shall: 1. Specify specific security requirements essential for each of its network services 2. Establish minimum security requirements for each identified service 3. Establish service levels for internal and external network service providers 4. Evaluate service level compliance and report deviation to relevant authorities Page 74 of 116",Transitional,ADHICS_V1
CM,CM 5.3,"The healthca re entity shall segregate physical, logical and wireless networks based on criticality, nature of services and users information systems The healthcare entity shall: 1. Establish criteria for network segregation 2. Establish and maintain appropriate network secu rity zones, allowing data flow follow through  controlled path 3. Establish minimum and specific security requirements for each of the segregated networks, zones and resources 4. Periodically evaluate the adequacy of implemented segregation strategy",Basic,ADHICS_V1
CM,CM 5.4,"The healthcare entity shall ensure that all wireless networks are adequately protected The healthcare entity shall: 1. Conduct site survey to determine the optimal physical location for the placement of wireless access -points or devices to avoid stray signal leaking outside the entity’s physical boundary 2. Ensure that wireless access points are configured to use strong authentication and cryptographic methods 3. Ensure that only trusted devices and users gain access to internal networks via wireless access 4. Ensure that guest access provided to visitors and guest are physically and logically isolated and shall not traverse through the entity’s internal network 5. Monitor access and usage of guest wireless facilities UAE IA Reference: T4.5.1, T4.5.2, T4.5.3, T4.5 .4 Page 75 of 116 7. Health Information and Security Health information has become fundamental to the provision of healthcare services. Healthcare entities generate and utilize healthcare information and establish relations with individuals to give the information a persis tent value during its lifecycle of usage and references. Privacy of health information is a patient’s basic right, by law and principles, and shall be protected. Healthcare entities shall demonstrate care, prudence and determination in protecting healthca re information under their custody, and uphold the public trust placed  on them. It is a government mandate that healthcare information be considered as highly classified data element, to be protected through its lifecycle . Healthcare entities shall establi sh control measures that shall prevent and minimize probabilities of :  Unauthorized access and/or usage of healthcare data  Unauthorized or accidental modification of healthcare data  Leakage of healthcare data  Loss of healthcare data Healthcare entities shal l consider critical:  One’s physical or mental health conditions or state,  Clinical decisions  and healthcare services provided  Payments concerning  healthcare service s provi ded  or envisioned Objective : To ensure healthcare information are suitably protect ed to uphold public trust and reliability on governmental interest and values, and to sustain entity reputation in the provisioning of healthcare services. Supporting or dependent entity policy references: 1) Information Security Management Policy 2) Acceptable  Usage Policy 3) Compliance Policy 4) Disciplinary Actions Policy Page 76 of 116 HI 1  Health Information Protection Policy Control Demands  Control Criteria ",Basic,ADHICS_V1
CM,HI 1.1,"The healthcare entity shall develop, enforce and maintain a health information pr otection policy that ensures management’s commitment to protect healthcare information The policy shall: 1. Define management requirements on; a. Criteria for access and acceptable usage b. Accountability and/or data ownership c. Healthcare data communication or shari ng 2. Mandate the requirements of non -disclosure and confidentiality during and after employment 3. Define government sanctions and legal obligations 4. Include reference to organizational disciplinary process UAE IA Reference: M5.2.4 Page 77 of 116 HI 2  Health Informat ion Privacy and Protection Control Demands  Control Criteria ",Basic,ADHICS_V1
CM,HI 2.1,"The healthcare entity shall ensure that healthcare information under its custody is suitably protected The healthcare entity shall: 1. Conduct orientation on hea lthcare information protection and sanctions to all its employees, relevant contractors and third parties prior to their access to healthcare information 2. Establish stricter process to ensure clear desk and clear screen practices are adhered to in areas whe re healthcare information is used, processed or handled 3. Define and enforce criteria for healthcare information access 4. Ensure access to health information systems and applications are restricted for individuals possessing a valid licence to practice their profession within the UAE, and any exception shall be authorized by entity CISO based on adequate justification 5. Control and restrict privileges for printing and sharing of healthcare information 6. Ensure cleaning staff access to areas where patient related he althcare information is being viewed, accessed, used, processed, stored and/or destroyed are monitored or under surveillance coverage 7. Ensure any hardcopy/media containing healthcare information is shredded after its usefulness 8. Establish processes for shre dding all hardcopy documents before their disposal 9. Ensure that healthcare information with personal identifiers is not available unattended 10. Ensure printing of healthcare information is limited to local printers and are not printed through uncontrolled netw ork printers 11. Establish processes to notify the health sector regulator of any probabilities of breaches involving healthcare information UAE IA Reference:  M5.2.4 Page 78 of 116 8. Third Party Security Operational efficiency, time to deliver and cost saving aspec ts compels entity management to utilize third party services or resources to complement service delivery. Involvement of third parties in the process of care delivery and associated areas are inevitable and needs stronger control measures to secure entity assets and information. Healthcare entity management shall be cognizant of the fact that a significant portion of privacy breach es originates with organizations that contracted activities and services to third parties. Adequate due diligence to activities  and services to be contracted, and a proactive identification and definition of control environment to secure privacy and information assets would minimize damages and benefit healthcare entities and the government. Entities that entrust access to third p arties acknowledge and share responsibilities for the breaches. A healthcare entity’s management shall be aware of the risk environment related to  third party services and resources , establish a suitable framework for third party management and define a control environment that shall :  Reduce probabilities of information leakage and loss  Secure information assets  Minimize unauthorized access and usage  Uphold organizational and governmental reputation  Ensure service continuity Objective : To ensure third party  services are controlled through suitable procedural obligations and contractual terms to secure privacy and protect information assets. Supporting or dependent entity policy references: 1) Access Control Policy 2) Operations Management Policy 3) Procurement Poli cy 4) Supply Chain Management Policy 5) Compliance Policy Page 79 of 116",Basic,ADHICS_V1
TP,TP 1.1,"The healthcare entity shall d evelop, enforce and maintain a third party security policy  to facilit ate implementation of the associated controls and to reduce probabilities of risk realization concerning third parties The policy shall : 1. Be relevant and appropriate to the relationship of the entity and the third party 2. Establish a framework that facilitate s: a. Secure management of third party services and their role in healthcare and/or related services b. Defining and including information security objectives c. Third party briefing of security requirements d. Definition of roles and responsibilities 3. Demonstrate man agement’s commitment, objectives and directions 4. Establish management’s expectations on: a. Privacy and protection of information assets b. Access to system, application, device, equipment and critical area c. Non disclosures and terms of use 5. Be read and acknowledg ed by stakeholders and third party representatives authorized to sign on their behalf UAE IA Reference: T6.1.1 Page 80 of 116",Basic,ADHICS_V1
TP,TP 2.1,"The healthcare  entity shall identify and enforce security requirements, service levels  and management requirements as part of relevant third party services agreements The healthcare entity shall: 1. Ensure that specific security requirements essential for each of type of services are included in the service delivery agreement 2. Establish minimum security requirements for each identified service 3. Ensure measures and minimum baselines for each of the identified security requirements are established and monitored 4. Establish servi ce levels for each of the service through third parties 5. Define and document the type of information that third party service provider needs access  to 6. Assign responsibility for managing third party relationships to an individual or service management team 7. Identify and include Right -to-Audit terms specific to the provisions and environment of service management 8. Coordinate with entity contract management and legal teams for third party service requirements that needs the storing, processing and transmission of  health and/or personally identifiable information",Basic,ADHICS_V1
TP,TP 2.2,"The healthcare entity shall monitor and review services provided and reports and records submitted by third parties The healthcare entity shall; 1. Monitor compliance of security requirements id entified in agreement s with third parties 2. Monitor third party services and ensure required reports are received and reviewed by qualified entity resource 3. Imp lement controls for monitoring the exchange of information between various parties to ensure securi ty compliance 4. Manage incidents and contingencies associated with access and violations 5. Assess and manage business, commercial, financial and legal risk associated with third party services 6. Perform audits of third par ties services on  a regular basis  Transit ional Page 81 of 116",Unknown,ADHICS_V1
TP,TP 2.3,"The healthcare entity shall manage changes to the provisions of third party services through a formal management process The healthcare entity shall: 1. Ensure that changes to activities and provisions are in compliance with security requirement s 2. Include as part of the agreement, formal processes to manage changes 3. Define parameters of change that shall be communicated and agreed between the entity and the third party UAE IA Reference: T6.2.1, T6.2.2, T6.2.3 Page 82 of 116 9. Information Systems Acq uisition, Development, and Maintenance The demand for systems and applications to host and process information to deliver business values needs careful assessment of lifecycle aspects. Wide options and cost effective delivery models attract entities to determine easy to use and cost effective solutions, ignoring security aspects in order to quickly deliver on business values. Healthcare entity management shall identify  the relevant health information systems and applications, - related risk factors that impa ct the entities ability to provide reliable services, reputation and reliability of the solution/product or vendor. Healthcare entity management should be  aware  of the fact that the solution or the product selected will probably  introduce new risks that sh all managed through their  lifecycle s. Based on detailed assessment and entity risk appetite , the  healthcare entity’s management shall choose from one of the below options :  In-house development, maintenance and support of application and systems  Outsource t he development, maintenance and support of application and systems  Out -of-shelf product deployment, maintained and support by the vendor  Cloud -based application utilization  Hybrid approach for the development, maintenance and support requirements Objective : To emphasis the need for healthcare entities to adopt  secure system and software development lifecycle management process es and to ensure that systems and applications in use are securely managed and supported to avoid misuse of privileges and authority,  reduce probabilities of information, system and application compromises, and to uphold entity and Abu Dhabi government’s reputational value and public trust. Supporting or dependent entity policy references: 1) Access Control Policy 2) Operations Management Po licy 3) Communications Policy 4) Procurement Policy 5) Third party security policy 6) Compliance Policy Page 83 of 116 SA 1  Information Systems Acquisition, Development, and Maintenance Policy Control Demands  Control Criteria ",Basic,ADHICS_V1
TP,SA 1.1,"The healthcare ent ity shall d evelop, enforce and maintain an information systems acquisition, development and maintenance policy  to facilitate implementation of secure development and maintenance practices The policy shall : 1. Be relevant and appropriate to the model and relat ionship of the entity and involved internal and external stakeholders 2. Demonstrate management’s commitment, objectives and directions 3. Establish a framework that facilitates: a. Defining and including information security objectives b. Selection of the right model  and approach c. Identification and mitigation of risks in involved business and application processes d. Definition of roles and responsibilities 4. Establish management expectations on: a. Privacy and protection of information assets b. Secure design, development, test ing, deployment, maintenance and support c. Secure access to systems, applications, devices, and equipment d. Secure processing and communication of information and data e. Non -disclosures requirements f. Cryptographic controls and requirements 5. Be read and acknowledge d by involved internal and external stakeholders UAE IA Reference: T7.1.1, T7.4.1 Page 84 of 116 SA 2  Security Requirement of Information Systems and Applications Control Demands  Control Criteria ",Basic,ADHICS_V1
TP,SA 2.1,"The healthcare entity shal l analyse, identify, develop and implement information security requirements for new information systems and applications or enhancements to existing systems and applications The security requirement  shall : 1. Be relevant to be used for new information system s or enhancements to existing information systems 2. Be approved by i ndividuals authorized to  do so  on behalf of business and information security 3. Be compliant with the requirements of this standard and secure coding practices 4. Address all risk elements identi fied during risk assessments 5. Outline validation criteria to verify control efficiency and effectiveness 6. Define system acceptance criteria 7. Be included and maintained in business and technical requirement documents",Transitional,ADHICS_V1
TP,SA 2.2,"The healthcare entity shall ensure developer of information systems, system components or information system services are provided suitable training prior to their involvement in development activities The healthcare entity shall: 1. Identify baseline training requirements that ar e essential to the developer 2. Acknowledge that developer(s) received relevant baseline training prior to their  involvement in development activities 3. Identify training requirements based on implemented security functions and features 4. Design and execute train ing programs to address additional and future security requirements 5. Include training requirement in agreements, when the requirements are delivered and managed by third parties UAE IA Reference: T7.2.1, T7.2.2 Page 85 of 116 SA 3  Correct Processing in A pplications Control Demands  Control Criteria ",Basic,ADHICS_V1
TP,SA 3.1,"The healthcare entity shall validate data input to applications to ensure that the data is correct and appropriate The healthcare entity shall: 1. Define criteria, rules and va lidation parameters to validate data input into applications 2. Develop or configure applications to drop input data that is identified as incorrect or inappropriate",Transitional,ADHICS_V1
TP,SA 3.2,The healthcare entity shall incorporate validation checks into applicati ons to detect any corruption of information through processing errors or deliberate acts The healthcare entity shall: 1. Establish minimum requirements for validation checks on internal processing of application under development to ensure correct processing of data 2. Require application developers to provide evidence of compliance with minimum requirements 3. Ensure that the incorporated validation checks are valid and relevant over a period of time and meet minimum requirements through the applications’ lifecycle s,Transitional,ADHICS_V1
TP,SA 3.3,The healthcare entity shall ensure the authenticity and integrity of messages in applications The healthcare entity shall: 1. Identify and enforce requirements to ensure authenticity and integrity of messages transmitted between systems  and applications,Transitional,ADHICS_V1
TP,SA 3.4,"The healthcare entity shall validate data output from applications to ensure that data is correct and appropriate The healthcare entity shall: 1. Define criteria, rules and validation parameters to validate data output from applications Page 86 of 116",Transitional,ADHICS_V1
TP,SA 3.5,"The healthcare entity shall ensure that all distributed and mobile applications are designed with the ability to tolerate communication failure Distributed and mobile applications shall: 1. Include off -line and duplicate or out -of-sequence response message handling capabilities UAE IA Reference: T7.3.1, T7.3.2, T7.3.3, T7.3.4 Page 87 of 116 SA 4  Cryptographic Controls Control Demands  Control Criteria ",Basic,ADHICS_V1
TP,SA 4.1,The healthcare entity shall esta blish key management to support the entity’s use of cryptographic techniques Healthcare entities shall: 1. Establish process to: a. Securely generate and use cryptographic keys b. Revoke/block keys c. Repair damage or corrupted keys 2. Define standards for: a. Key strength for various environments b. Key storage 3. Protect secret and private keys against unauthorized use and disclosures UAE IA Reference: T7.4.2 Page 88 of 116 SA 5  Security of System Files Control Demands  Control Criteria ,Basic,ADHICS_V1
TP,SA 5.1,"The healthcare entity shall control the installation of software on operational systems The healthcare entity shall: 1. Ensure software installations are carried out only by authorized resources 2. Keep a copy of all software installed, including any previous vers ions 3. Ensure software installed in production systems are subject to entity change management process and approval",Advanced,ADHICS_V1
TP,SA 5.2,"The healthcare entity shall protect system test data The healthcare entity shall: 1. Use sample data sets to test application, b usiness and security functionalities 2. Restrict the use of real data from production systems for testing, allowing it based on appropriate control and authorization from authoritative business and information security stakeholders 3. Maintain records of copying , using and erasing of operational information in test environment 4. Ensure that personally identifiable information is not used as test data 5. Erase any data from test applications immediately after completion of the test",Transitional,ADHICS_V1
TP,SA 5.3,"The healthcare entity shall restrict access to program source code The healthcare entity shall: 1. Ensure that access to program source code is strictly based on need and is in compliance with entity access control policy UAE IA Reference: T7.5.1, T7.5.2, T7. 5.3 Page 89 of 116 SA 6  Outsourced Software Development Control Demands  Control Criteria ",Basic,ADHICS_V1
TP,SA 6.1,"The healthcare entity shall supervise and have control over outsourced software development The healthcare entity shall: 1. Establish and enforc e a secure coding policy 2. Define quality assurance processes 3. Include in the outsourced software development agreement the requirement to comply with: a. All relevant healthcare entity policies, including information security and quality related policies, requi rements and functionalities b. Provisions of this Standard c. Regulatory and legal requirements d. Industry specific secure coding practices (OWASP) 4. Include in the agreement the right to audit clause 5. Conduct source code review to identify potential vulnerabilities,  back - door and malicious code 6. Control the number, rotation and termination of staff involved in outsourced development activities to restrict: a. Unauthorized access b. Leakage of information UAE IA Reference: T7.6.5 Page 90 of 116 SA 7  Supply Chain Managemen t Control Demands  Control Criteria ",Basic,ADHICS_V1
TP,SA 7.1,"The healthcare entity shall develop a comprehensive information security strategy against supply chain threats to the information systems and application, medical devices and equipmen t The healthcare entity shall: 1. Define policy to regulate the acquisition of products and services 2. Limit sharing of configuration and architecture with suppliers 3. Define system acceptance criteria for all new system purchase 4. Ensure product compliance with en tity information security requirements 5. Include in the contract: a. Right -to-Audit clause b. Non-disclosure requirements c. Terms to comply with entity information security policy and requirements d. Terms to comply with relevant federal and local government requiremen ts",Advanced,ADHICS_V1
TP,SA 7.2,"The healthcare entity shall conduct supplier review prior to entering into contractual agreement to acquire information systems, medical devices and system/devices components or information system services The healthcare entity shall: 1. Define an evaluation process for suppliers of information systems, system components, medical devices and services 2. Periodically review supplier compliance to terms of the agreement and evaluation requirements 3. Include federal and local government requirement s as part of supplier review",Advanced,ADHICS_V1
TP,SA 7.3,"The healthcare entity shall identify and limit harm from potential adversaries targeting the entity’s supply chain The healthcare entity shall: 1. Limit information sharing with suppliers 2. When essential, share sec urely relevant and needed information through secure channel 3. Engage with a diverse set of suppliers for critical products and services Page 91 of 116",Advanced,ADHICS_V1
TP,SA 7.4,"The healthcare entity shall employ security controls to protect supply chain operations The healthcare e ntity shall: 1. Evaluate risks to its information systems, medical devices, services and support operations 2. Agree with suppliers of systems, applications, medical devices equipment, related products/services on control measures and include them in the suppli er contract",Advanced,ADHICS_V1
TP,SA 7.5,"The healthcare entity shall ensure a reliable (i.e. not modified to provide back -door access or covert channels) delivery of information systems, medical devices or system/devices components The healthcare entity shall: 1. Ensure information systems, system components, and medical devices are genuine and are satisfying system acceptance requirements 2. Ensure software delivered has not been altered or modified",Advanced,ADHICS_V1
TP,SA 7.6,The healthcare entity shall establish processes to address  weakness or deficiencies in supply chain elements The healthcare entity shall: 1. Identify and document supply chain elements and their interdependencies 2. Identify and address issues concerning supply chain elements 3. Conduct regular assessments and audits of s upply chain elements,Transitional,ADHICS_V1
TP,SA 7.7,"The healthcare entity shall ensure adequate supplies of critical information systems, medical devices and system/devices components The healthcare entity  shall: 1. Establish contingency plans for the supply of any cri tical information systems, medical devices and system/devices components 2. Consider stockpiling of essential and critical spare components 3. Utilize multiple suppliers for critical components UAE IA Reference: T7.8.1, T7.8.2, T7.8.3, T7.8.4, T7.8.5,  T7.8.6, T7.8.7 Page 92 of 116 10. Information Security Incident Management The value of information has grown exponentially and has become a soft target for malicious intent communities, individuals and nation states to disrupt an organization’s ability to conduct and sust ain business or to be in business, and to disrupt government’s ability to provide services to its citizens and resident communities. Healthcare entit ies’ utilization of technological advancement and innovation shall not be limited to service delivery ; rath er it shall also be to defend and respond to deliberate and accidental attempts to disrupt the entities’  services. A healthcare entity’s ability to quickly and confidently respond to and restore service disruption attempts contributes  the entity management ’s commitment to its vision and objective values towards service delivery. Healthcare entity ’s management shall be aware that information security incidents may not always be preventable . But adequate procedures, process and technologies to detect, report  and hand le, combined education and awareness can minimize their frequency, severity and impact on an entity’s asset, reputation, financial and legal values. It is essential that serious information security incidents that can potential ly disrupt critical b usiness processes and services are promptly communicated to the appropriate authorities so that they get involved early in the decision -making and communication. Objective : To ensure that healthcare entities define and utilize suitable process es and resour ces to identify and respond to information security and cyber security incidents, that they  are not severely impacted by incident outcomes and that they are able to restore affected operations within an acceptable timeframe. Supporting or dependent entit y policy references: 1) Access Control Policy 2) Operations Management Policy 3) Communications Policy 4) Third party security policy 5) Compliance Policy Page 93 of 116",Advanced,ADHICS_V1
IM,IM 1.1,"The healthcare entity shall d evelop, enforce and maintain an information security incident management policy , to manage and guide the entity’s response to information security incidents The policy shall : 1. Be relevant and appropriate to the entity’s operation  and risk environment 2. Demonstrate management commitment, objectives and directions 3. Establish incident management roles and responsibilities 4. Establish a proactive, collaborative and sustainable process of identifying and resolving adverse information securi ty incidents. 5. Establish management demands on: a. Incident identification b. Incident response c. Incident notification/communication d. Learning from incident 6. Be read and acknowledged by involved internal and external stakeholders UAE IA Reference: T8.1.1 Page 94 of 116",Basic,ADHICS_V1
IM,IM 2.1,"The healthcare entity shall establish process(es) to guide information security and cyber security  incident response activities The process(es)  shall : 1. Have tested procedures to handle incident situations before, during and after the occurrence of the incident 2. Plan for incident communication to affected stakeholders and relevant authorities 3. Management approval on plans and procedures",Transitional,ADHICS_V1
IM,IM 2.2,"The healthcare entity shall establish a Computer Security Incident Response Team (CSIRT) responsible for incident management and response efforts The healthcare entity shall: 1. Establish CSIRT organization with adequate authority, essential roles and responsibilities 2. Identify and nominate competent resources for each identified role of the CSIRT 3. Establish communication and response protocols 4. Allocate adequate funds for CSIRT operations 5. Entity CSIRT shall coordinate with its counterparts within the he alth sector regulator of Abu Dhabi for incidents which will have significant/severe impact on the entity’s assets or operations 6. Ensure that significant/severe impact incidents are reported to the health sector regulator of Abu Dhabi 7. Provide suitable traini ng to members of the CSIRT to cover: a. Past incidents and lessons learnt b. Current threat environment of the entity c. New threats and attack trends across the world",Advanced,ADHICS_V1
IM,IM 2.3,The healthcare entity  shall assess and classify information security incidents The healthcare entity shall: 1. Establish an incident classification scheme in line with the recommendations of the health sector regulator of Abu Dhabi 2. Define workflows to handle incidents of various classifications/severity Page 95 of 116,Transitional,ADHICS_V1
IM,IM 2.4,The healthca re entity shall test its  Computer Security incident response capabilities The healthcare entity shall: 1. Develop test procedures to validate the effectiveness of its incident response capabilities 2. Establish the expected outcome of test and compare test resu lts to identify gaps 3. Modify process and procedures to address gaps identified,Transitional,ADHICS_V1
IM,IM 2.5,"The healthcare entity  shall document and preserve records on all information security incidents The healthcare entity shall: 1. Identify all relevant data and e vidence to be collected during and after realization of an information security incident 2. Establish procedures for collecting evidence taking into account the: a. Chain of custody b. Safety of evidence c. Safety of personnel d. Roles and responsibilities of personnel i nvolved e. Competency of the personnel f. Documentation g. Briefing h. Other identified requirements 3. Preserve documents, records and evidences in compliance with the entity’s retention policy",Transitional,ADHICS_V1
IM,IM 2.6,"The healthcare entity shall institutionalize the learni ng from information security incidents The healthcare entity  shall: 1. Ensure lessons learnt from past information security incidents are maintained and shared with relevant stakeholders to aid in: a. Addressing future information security incidents b. Minimizing t he recurrence of such incidents 2. Build knowledge database on information security incident diagnosis and response UAE IA Reference: T8.2.1, T8.2.2, T8.2.3, T8.2.4, T8.2.5, T8.2.7, T8.2.8, T8.2.9 Page 96 of 116",Advanced,ADHICS_V1
